Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	2.458545684814453	-189.94388	0.0	-189.94388	-189.94388	1000.0	-91.14535	0.0	-91.14535	-91.14535	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.46436	17.319944	-15.174638	-82.46985	-323.3788	23.454823	-268.43594	-369.1123	0.053679176	1.2117636	4.3365746	-3.410445	323.43246	23.45319	369.57315	269.08658	323.43246	23.45319	369.57315	269.08658	1.0001744	0.0037925001	1.013042	0.9891217	105158.62	15078.948	136584.33	72407.58	323.49075	23.51357	371.58438	268.00824
1	1999	4.907731533050537	-190.16672	0.0	-190.16672	-190.16672	1000.0	-91.14535	0.0	-91.14535	-91.14535	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.94575	15.813081	-30.236717	-96.56254	-330.273	21.292841	-288.12744	-373.8644	0.013125756	1.1919905	3.802171	-3.456509	330.28613	21.35715	373.87637	285.97037	330.28613	21.35715	373.87637	285.97037	1.0000345	0.0036502094	1.0117897	0.98810494	109545.055	14222.977	139783.55	81779.05	330.30356	21.486794	374.95053	282.56873
2	2999	7.361663579940796	-222.79478	0.0	-222.79478	-222.79478	1000.0	-92.91861	0.0	-92.91861	-92.91861	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.785587	12.139695	-21.572266	-80.35261	-340.0516	16.472927	-301.4246	-382.8926	0.044585604	1.3031397	4.22097	-4.1589932	340.0962	16.514683	382.18585	300.9206	340.0962	16.514683	382.18585	300.9206	1.0001328	0.0038376471	1.0129704	0.9882203	115938.14	11203.361	146066.02	90553.21	340.14578	16.658598	383.01343	299.86682
3	3999	9.808602571487427	-223.22878	0.0	-223.22878	-223.22878	1000.0	-64.02006	0.0	-64.02006	-64.02006	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-38.99296	16.933172	3.4991603	-74.80147	-311.5477	21.90864	-255.64056	-357.8789	-0.018116802	1.250325	4.41748	-3.8365278	311.52957	21.892616	357.83817	255.10988	311.52957	21.892616	357.83817	255.10988	0.99995327	0.004044853	1.0141675	0.98741883	97529.97	13507.589	128048.15	65081.055	311.51648	21.947504	358.53812	252.58275
4	4999	12.253437757492065	-330.36008	0.0	-330.36008	-330.36008	1000.0	-55.79357	0.0	-55.79357	-55.79357	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-55.24466	18.291712	-19.317799	-89.00771	-332.3222	29.998468	-278.57568	-401.23495	0.024594026	1.2692374	4.8237753	-3.6525383	332.34677	30.06826	402.26123	276.2211	332.34677	30.06826	402.26123	276.2211	1.0000631	0.0038656022	1.0148027	0.98824364	111358.484	20429.64	161814.1	76298.1	332.37625	30.190851	403.96103	273.06625
5	5999	33.27264618873596	-234.26086	0.0	-234.26086	-234.26086	1000.0	-1.1021117	0.0	-1.1021117	-1.1021117	1000.0	17.970541	14.103946	50.235783	-13.534502	7.404505	-3.0449681	2.5108778	35.26336	-9.959408	-20.608103	0.86146647	0.08375781	1.0063527	0.7277989	-1.0204911	0.79894394	0.7325164	24.033804	1.4677644e-06	-18.4789	8.819574	4.6804357	-35.91215	54.094795	9.216991	78.32601	36.96828	42.76704	2.615129	50.418842	35.93422	-11.327753	10.656023	9.221806	-38.75637	12.381284	9.411304	38.75637	0.0046468372	-0.18261544	0.16673441	0.23691964	-0.50123847	241.86884	296.41794	1502.0562	2.1593096e-05	3.8143427	4.182869	19.426184	4.822104e-07
6	6999	54.3185338973999	-146.4987	0.0	-146.4987	-146.4987	1000.0	-1.8539956	0.0	-1.8539956	-1.8539956	1000.0	58.512726	9.2184305	79.29577	35.63781	2.244291	-3.8491645	0.79260683	3.7508204	-10.605266	-61.03073	0.6250582	0.05590863	0.7275677	0.5336556	-3.245619	0.75423497	0.58542717	6.631002	5.9604645e-08	-27.408775	14.079355	2.852436	-52.71938	48.93426	14.289487	79.77467	22.757652	71.475815	2.7848363	79.50476	64.17732	22.541563	13.874611	47.92551	-9.246407	23.250927	12.649954	47.92551	0.03186395	0.5849853	0.45108637	2.0986958	-0.11652432	700.6269	547.6939	2296.8547	0.0010153113	19.066578	19.107565	100.58106	1.3132305e-05
7	7999	75.3528642654419	-184.42766	0.0	-184.42766	-184.42766	1000.0	-2.4872332	0.0	-2.4872332	-2.4872332	1000.0	78.65509	4.122987	93.44565	64.16249	1.9322677	-3.9043164	0.70951694	1.5049679	-10.19635	-80.53347	0.45988813	0.040356297	0.5334921	0.39367428	-5.3877883	0.7474553	0.5734409	5.008109	3.3676624e-06	-15.513017	11.139933	9.482623	-43.55152	62.006504	10.643446	85.11126	33.523846	82.897575	2.422317	90.219025	75.53945	20.891068	11.371046	52.610313	-0.26259986	20.891867	11.369576	52.610313	0.021958271	0.3813253	0.26949233	1.5444736	-0.003220272	565.7374	517.4883	2767.8452	0.0004821657	10.962537	12.107775	81.25524	5.8235914e-06
8	8999	96.45123362541199	-361.47287	0.0	-361.47287	-361.47287	1000.0	-5.541835	0.0	-5.541835	-5.541835	1000.0	83.51977	2.9568505	96.30724	71.395584	1.8333284	-3.9021919	0.7140567	1.3489573	-8.996868	-84.926895	0.33975887	0.029533653	0.39355534	0.2912811	-7.4737043	0.7421159	0.5670322	4.785689	2.7753413e-07	-21.314022	17.525614	11.634536	-53.973335	55.003635	16.862211	87.98713	23.993624	82.64152	2.899676	96.37686	73.53822	27.637882	15.732588	57.924953	-4.2210374	27.711643	15.6023	57.924953	0.11603253	0.65579855	0.5359148	2.3322976	-0.05161149	1011.3669	856.42737	3355.3003	0.013463549	26.060402	29.116407	133.48813	0.00015618333
9	9999	117.52930355072021	-341.7339	0.0	-341.7339	-341.7339	1000.0	-8.204959	0.0	-8.204959	-8.204959	1000.0	79.17919	3.8431892	95.39524	65.24573	1.7441994	-3.8238122	0.82607806	2.1489592	-9.441981	-80.247986	0.25175744	0.021647884	0.29119414	0.2161901	-9.431939	0.7393799	0.56526667	5.983804	4.7311187e-07	-22.600304	13.995961	7.39881	-53.08065	52.021072	14.769638	83.61086	19.357151	75.332146	3.6175516	89.487434	63.510624	23.311075	13.473066	58.1872	-7.092302	23.632137	12.901619	58.1872	0.032067686	0.5911085	0.5607187	3.0059795	-0.08644645	724.9296	704.82886	3385.75	0.0010283366	20.728184	29.73239	174.90953	1.2752984e-05
