Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	1.1819837093353271	18.500225	16.669497	111.7164	6.185877	21.911112	18.614885	0.0	18.614885	18.614885	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.383548	7.6243505	45.719738	-2.8630075	10.102148	9.731991	55.059658	-3.5936317	-0.17117298	0.15871379	0.35890806	-0.78302085	-10.273321	9.701851	3.5996046	-55.141697	10.351444	9.618454	55.141697	0.0022650766	-0.6477144	0.386997	0.35996047	-1.0439003	199.66704	370.7242	3040.6067	5.130572e-06	9.509922	10.250607	55.223858	5.1305716e-07
1	1999	2.2814879417419434	17.70907	14.165849	67.205025	3.9594252	21.891304	18.614885	0.0	18.614885	18.614885	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.926516	11.624167	55.5336	-1.2636311	12.94633	14.410363	70.94549	-1.6335709	-0.17513645	0.161145	0.30022225	-1.048798	-13.121466	14.390464	1.5152931	-71.046875	13.144927	14.369037	71.046875	0.0004724876	-0.6757457	0.37089202	0.15152931	-1.0509967	379.25833	831.4925	5047.6587	2.2324453e-07	12.337117	14.970343	71.14841	2.2324453e-08
2	2999	3.3778185844421387	17.825142	22.95943	140.58832	5.134584	20.375	18.496222	0.0	18.496222	18.496222	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.418002	15.840433	83.16948	-1.8408031	12.323285	18.26115	97.51582	-3.1673777	-0.17438914	0.15354858	0.2770531	-0.7811843	-12.497675	18.252895	3.1295938	-97.50578	12.573199	18.200954	97.50578	0.003669462	-0.6303676	0.39061865	0.31295937	-1.0657563	489.36014	1569.6812	9507.378	1.3464951e-05	11.717915	18.678982	97.97168	1.3464951e-06
3	3999	4.4790732860565186	15.418226	9.422609	55.177822	5.3764033	20.67347	18.67411	0.0	18.67411	18.67411	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.560391	5.1475153	25.984592	-3.431429	7.7938113	6.90235	34.999825	-3.0188594	-0.18422659	0.158672	0.22201562	-0.9466177	-7.978038	6.861481	2.9583778	-34.958527	8.078981	6.7423334	34.958527	0.011574248	-0.60084766	0.38698098	0.2958378	-1.0490763	110.729004	165.3907	1222.0986	0.0001339632	7.091386	7.395821	34.91728	1.339632e-05
4	4999	5.604888916015625	19.112518	15.365239	93.06457	6.7504177	22.533333	18.299694	0.0	18.299694	18.299694	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8295302	6.788726	34.344048	-1.1932677	9.309849	9.210797	48.437393	-2.8734748	-0.17027193	0.1575842	0.3622594	-0.77662945	-9.480121	9.180789	2.6785421	-48.557373	9.538751	9.119858	48.557373	0.004873109	-0.623276	0.3804371	0.2678542	-1.0491788	174.15956	325.39584	2357.8184	2.374719e-05	8.598406	9.757684	48.67765	2.374719e-06
5	5999	12.66632604598999	19.010345	20.78644	135.67113	3.724709	22.95349	68.31498	0.0	68.31498	68.31498	75.0	2.0904725	0.61008173	5.880789	-0.80595905	0.5248215	-2.0159855	0.36136368	14.221228	-5.444865	-3.832462	0.86155236	0.075373866	0.99970007	0.73804516	-0.4622679	0.72096205	0.55212826	11.540987	1.3411045e-06	12.91486	15.592899	71.53431	-2.3619485	18.397076	19.455063	91.81216	-0.8268846	2.1167848	0.47360414	3.5251927	0.26473352	-16.28029	19.218739	1.6413586	-89.45971	16.433372	19.088007	89.45971	0.011739986	-0.6264596	0.35724267	0.16413586	-0.97730505	634.4077	1403.1195	8003.0396	0.00013782727	14.583311	18.782833	87.167534	1.3782727e-05
6	6999	19.68324899673462	27.78813	21.7134	79.57653	7.737309	30.575758	57.76475	0.0	57.76475	57.76475	65.0	1.8169506	0.49785984	3.6823053	-0.65630776	0.08416969	-2.030469	0.2850544	-0.024930716	-6.004216	-3.1276305	0.63736385	0.0551967	0.7378232	0.5465713	-1.3752226	0.70551044	0.53301305	4.0831637	1.9869767e-06	9.813051	11.804339	65.470276	-3.3295226	14.839477	14.77916	82.444275	-1.2923656	1.6856453	0.4673313	2.975328	-0.26129594	-13.1538315	14.525914	2.0322027	-80.56339	13.289445	14.40195	80.56339	0.009081412	-0.6164805	0.36174774	0.20322028	-0.9785781	384.02548	894.98755	6490.4604	8.247204e-05	11.644613	14.215573	78.725426	8.247204e-06
7	7999	26.72208595275879	23.09409	35.186474	219.63376	6.23385	24.243902	32.930836	0.0	32.930836	32.930836	39.0	1.5215269	0.4961041	4.1245975	-1.0823706	0.050807673	-2.0231655	0.30598238	-0.26164246	-7.686666	-2.4956763	0.47218743	0.040824108	0.5464071	0.40504944	-2.278692	0.69918895	0.5294904	4.4057083	3.0100346e-06	11.298748	12.2517	63.69722	-1.4376569	16.81467	15.948667	84.90655	-0.5225279	1.4099535	0.39517823	2.401464	-0.021042237	-15.404717	15.75799	0.8237995	-83.28715	15.447866	15.7156925	83.28715	0.006462866	-0.69072384	0.33220875	0.08237995	-0.9840643	485.61957	1066.3944	6936.7485	4.1768635e-05	13.933894	15.665034	81.69863	4.1768635e-06
8	8999	33.7933406829834	21.037455	40.046555	271.88934	6.3887753	23.547619	50.31074	0.0	50.31074	50.31074	55.0	1.2912908	0.48915967	3.770938	-1.2377092	0.035605185	-2.0074716	0.3448861	0.95078266	-6.460845	-2.0169013	0.35003716	0.0301759	0.40492836	0.30043262	-3.166538	0.69601154	0.5259491	4.124195	4.770234e-06	11.629043	13.649232	70.258965	-2.813308	17.50257	17.293747	90.29225	-1.191964	1.1684412	0.42758426	2.339388	-0.44430023	-16.334127	17.089354	0.95104027	-88.82667	16.376047	17.04919	88.82667	0.0008654223	-0.69105107	0.34617728	0.095104024	-0.9853974	558.8498	1210.8381	7890.177	7.489558e-07	15.008904	17.038305	87.38487	7.489558e-08
9	9999	40.78737449645996	22.277348	21.013935	117.69291	6.517345	25.179487	31.322527	0.0	31.322527	31.322527	37.0	1.1250557	0.4805367	3.5590587	-1.3212501	0.028243247	-1.9825029	0.4052859	0.51898	-6.6795983	-1.6676986	0.2597392	0.022327585	0.3003425	0.22301608	-4.0299807	0.6933339	0.5243368	3.8194454	1.7955899e-06	15.791561	23.959492	107.57069	-3.8935287	22.02543	29.145308	133.10057	-1.2738423	1.1188489	0.46650472	2.444887	-0.76299155	-20.906584	28.90388	0.88529575	-132.05766	20.939808	28.879822	132.05766	0.0033922815	-0.69983053	0.3393929	0.08852958	-0.99251956	1272.5193	3430.3542	17439.227	1.15075745e-05	19.554893	28.823885	131.05296	1.1507574e-06
10	10999	47.782445430755615	19.627962	11.69	61.334705	8.587472	28.108109	19.88735	0.0	19.88735	19.88735	24.0	0.9969568	0.47231048	3.3553283	-1.435505	0.025008388	-1.9354762	0.5009047	1.7585201	-7.0973406	-1.4069172	0.19296591	0.016476218	0.22294971	0.16585785	-4.837952	0.6929103	0.5240712	4.609291	1.0713935e-05	8.185202	6.433225	28.910202	-1.1414952	12.541363	9.091092	42.69549	-0.192216	0.98867905	0.2985095	1.8942447	-0.103025794	-11.552684	8.993985	0.76787513	-41.45743	11.585218	8.952039	41.45743	0.004632976	-0.6821923	0.33770224	0.07678752	-0.9746903	214.35628	285.754	1718.7186	2.1464468e-05	10.295142	9.133129	40.255272	2.1464468e-06
11	11999	54.77848672866821	20.662752	24.10369	161.38025	8.907567	25.358974	15.525233	0.0	15.525233	15.525233	21.0	0.89581025	0.46238062	3.236723	-1.3708501	0.021992497	-1.8590502	0.6012642	1.3338977	-10.037165	-1.2089076	0.14368771	0.012156054	0.16580868	0.12368269	-5.5541825	0.6955	0.5253233	3.9363546	2.5108457e-06	8.885433	7.3812547	38.48214	-2.0438023	13.189107	9.827221	52.105637	-0.5330395	0.95324606	0.34092504	1.9479849	-0.38616934	-12.235862	9.740644	0.5457449	-51.07851	12.264879	9.704081	51.07851	0.016773248	-0.6965413	0.33724385	0.05457449	-0.9812506	244.59645	358.39023	2609.0144	0.00028134187	11.025864	9.889655	50.071632	2.8134187e-05
12	12999	61.7806556224823	17.62506	15.342502	111.80515	8.988077	22.860466	13.879507	0.0	13.879507	13.879507	19.0	0.8234177	0.458231	3.2099495	-1.4146394	0.02022995	-1.7436612	0.73788327	3.343943	-8.184188	-1.0675209	0.10732686	0.008961675	0.12364607	0.09260025	-6.1288056	0.6981834	0.5260932	3.7596169	6.2286854e-06	7.5522556	6.5767136	34.484905	-1.4664202	11.172224	8.7464075	44.8399	-0.47812912	0.89641804	0.2905704	1.8898208	-0.105077945	-10.275805	8.664862	0.67743134	-43.81057	10.308367	8.6261015	43.81057	0.020607421	-0.64336085	0.34708986	0.06774313	-0.98348206	180.67203	273.42328	1919.366	0.00042466584	9.015263	8.853625	42.804867	4.2466585e-05
