Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	1.8061089515686035	18.500225	16.669497	111.7164	6.185877	21.911112	18.614885	0.0	18.614885	18.614885	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.854249	6.7367754	37.781612	-2.766615	9.331977	8.58811	45.83134	-3.5281186	-0.17117298	0.15871379	0.35890806	-0.78302085	-9.503151	8.557638	3.5340915	-45.91338	9.578165	8.473596	45.91338	0.019469647	-0.6406199	0.38507637	0.35340914	-1.0444152	163.54306	280.9064	2108.0383	0.00037906715	8.702006	9.117818	45.995567	3.7906713e-05
1	1999	2.866063356399536	17.70907	14.165849	67.205025	3.9594252	21.891304	18.614885	0.0	18.614885	18.614885	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.96112	9.699432	42.80351	-1.2371999	11.684702	12.023967	53.664272	-1.6088154	-0.17513645	0.161145	0.30022225	-1.048798	-11.859839	12.003168	1.4905376	-53.76566	11.882551	11.980683	53.76566	0.0026102916	-0.66909486	0.36988592	0.14905377	-1.0434498	284.7318	555.1611	2890.746	6.8136223e-06	11.042611	12.616766	53.86724	6.813622e-07
2	2999	3.924067735671997	17.825142	22.95943	140.58832	5.134584	20.375	18.496222	0.0	18.496222	18.496222	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.316706	12.591026	61.996136	-1.7865211	10.936586	14.557477	72.32861	-3.0946558	-0.17438914	0.15354858	0.2770531	-0.7811843	-11.110976	14.547675	3.056872	-72.57566	11.184012	14.4916	72.57566	0.003669462	-0.6236599	0.3885186	0.3056872	-1.0504761	335.0886	950.0374	5267.2266	1.3464951e-05	10.2956705	15.005077	72.894516	1.3464951e-06
3	3999	4.972424268722534	15.418226	9.422609	55.177822	5.3764033	20.67347	18.67411	0.0	18.67411	18.67411	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2726083	4.715461	22.31067	-3.255287	7.358741	6.3095994	30.331013	-2.968395	-0.18422659	0.158672	0.22201562	-0.9466177	-7.542968	6.26842	2.9079134	-30.289715	7.639416	6.1505103	30.289715	0.011574248	-0.59340394	0.38372114	0.29079133	-1.051908	96.18945	135.10178	917.4668	0.0001339632	6.614981	6.797565	30.248472	1.339632e-05
4	4999	6.039828062057495	19.112518	15.365239	93.06457	6.7504177	22.533333	18.299694	0.0	18.299694	18.299694	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3509283	5.976447	28.199045	-1.165602	8.615784	8.074397	39.27744	-2.7756813	-0.17027193	0.1575842	0.3622594	-0.77662945	-8.786056	8.043695	2.5807486	-39.39742	8.842146	7.9819965	39.39742	0.004873109	-0.6157113	0.37815002	0.25807485	-1.0525368	141.8958	241.31412	1552.1566	2.374719e-05	7.86668	8.63134	39.517765	2.374719e-06
5	5999	12.753188610076904	27.436941	31.348429	159.01047	6.4190645	28.314285	141.98203	0.0	141.98203	141.98203	113.0	5.756199	2.7761776	20.271414	-0.80593896	1.5016198	-1.9634241	0.49443525	14.221228	-5.351512	-7.547857	0.86200714	0.07482015	0.99970007	0.7408146	-0.44712278	0.7418117	0.56702083	11.540987	8.1956387e-07	21.637072	14.426712	45.82957	-6.410218	28.187284	16.989256	57.170284	-4.9468327	12.00392	3.353228	21.510696	1.6534529	-16.183363	17.056557	17.158983	-46.108547	19.383749	13.307802	46.108547	0.061164755	-0.29790384	0.60820085	1.7158984	-0.8742751	552.8274	577.01086	2125.9983	0.0037411272	13.997428	11.003932	38.33537	0.00037154157
6	6999	19.29436230659485	69.43841	24.822989	151.38618	49.64528	45.31818	49.709217	0.0	49.709217	49.709217	30.0	13.502208	4.7209396	32.485348	-4.2472897	3.4000902	-1.4141457	1.1227919	3.5916915	-7.8524404	-15.293174	0.6496543	0.049246863	0.7406077	0.56972957	-1.0329744	0.8150107	0.5932267	4.4232416	1.2084842e-05	31.155472	14.100002	64.193184	1.9023192	36.536045	16.97429	75.8174	1.9023192	24.501522	2.97956	32.53251	18.722984	-12.034523	19.248947	28.056313	-54.796432	19.537354	11.56043	54.796432	0.008705631	-0.004890668	0.8595377	2.8056314	-0.7370606	515.3517	542.24695	3002.649	7.578801e-05	14.585393	14.67696	78.71567	2.5748434e-06
7	7999	25.845157861709595	100.8519	57.992702	201.30377	44.52387	52.36842	178.13663	0.0	178.13663	178.13663	82.0	21.11121	6.6737795	42.844696	-6.2796288	7.6845565	-0.88954824	1.4724152	6.4330187	-8.439593	-23.014332	0.504947	0.035584927	0.5695875	0.44633052	-1.2864745	0.88005567	0.6168485	4.284424	1.1265278e-05	64.62422	22.321886	87.50871	2.8355293	72.93344	25.661674	98.889114	2.8355293	31.491402	3.141735	40.600372	22.368353	-41.442043	24.759903	30.351599	-68.147865	44.176506	19.46617	68.147865	0.117301315	-0.40125805	0.5905496	3.0351598	-0.7116746	2330.4956	1440.942	4644.1313	0.013759598	28.686651	14.516875	92.12195	0.00048628735
8	8999	32.394609212875366	181.3631	7.5899982	194.61443	172.97688	85.545456	175.09296	0.0	175.09296	175.09296	84.0	27.891224	7.873694	49.63558	-7.477054	11.122544	-0.3137479	1.7504561	7.757864	-8.903953	-29.998415	0.40088156	0.024030924	0.4462255	0.3622318	-1.1907876	0.9549024	0.6432569	4.70615	6.020069e-06	62.34115	21.418842	86.05148	2.5481887	69.2664	23.913216	93.634155	2.5481887	34.467102	4.677056	46.842857	22.088928	-34.799305	21.182655	27.385038	-56.850815	37.66755	15.519416	56.850815	0.033337645	-0.3430137	0.5830042	2.738504	-0.68234044	1659.6964	941.8586	3232.0154	0.0011113986	22.299568	11.149702	74.99403	3.7320733e-05
9	9999	38.93076801300049	180.58215	4.8515043	193.3929	174.49355	86.5	172.52888	0.0	172.52888	172.52888	87.0	34.082172	8.745489	55.720135	-8.23125	13.585498	0.2011861	1.9458092	8.338122	-11.119707	-36.3346	0.33201337	0.016086563	0.36216348	0.305352	-0.8754118	1.0241696	0.6704925	4.442457	2.104044e-05	58.813686	20.44034	80.45457	2.5161047	62.50475	21.314337	86.79842	2.5161047	39.885513	5.7707915	54.334335	24.263092	-22.619232	17.926369	28.979515	-41.632282	27.062708	10.02967	41.632282	0.0029216704	-0.18291798	0.6532238	2.8979516	-0.5319965	832.98444	435.49692	1733.247	8.536158e-06	14.285918	11.674413	83.98123	2.7519175e-07
